text,frequency
^ㅎ^ㅎ,1
^ㅎ^ㅎ^ㅎ,1
4인가족,1
Nothing,1
가격,1
가격대,2
가성비,1
가운,3
가지,1
간단,1
개념,1
객실,1
걸이,1
검색,1
고생,1
골목,13
공간,7
공용,1
과일,2
구석,1
깨끗,2
나름,1
나머진,1
난방,2
내용,1
느끼,1
답답,2
대가,1
동네,2
둘째,1
들이,1
로비,1
마지막,1
만족,1
맛집,1
모텔,1
목욕,1
무서움,2
미흡,1
베개,1
복도,1
부족,2
분위기,1
불친절,1
불편,1
불편함,1
불필요,1
블로그,1
비누,1
비대,1
비데,1
비지니스,1
사실상,1
사용,2
샐러드,1
생각,5
샤워,1
설치,2
세면대,1
세면장,1
센서등,1
소비되는점,1
수월,1
숙소,4
스툴,1
슬리퍼,2
시간,1
식당,1
싱글룸,2
아고,1
아고다와가격차이,1
아쉬움,1
아쉽긴,1
아침,1
안나,1
안내표지판,1
안되는점,1
안락,1
약간,1
어려움,2
어렵,1
여성,2
여자,1
예상,1
예약,2
옷걸이,1
옷장,1
완벽,1
외진,1
위치,4
유쾌,1
음식,1
의자,2
이것,1
이후,1
입구,4
자체,3
장단,1
저녁,1
저희,1
적당,1
조식,4
조절,1
좁음,1
종로3가,1
종로3가가,1
주변,2
주차,1
주차공간,1
주차시설,1
주차장,1
직원,1
진입,1
진짜,1
창문,1
채소,1
처음,1
첫날,1
첫째,1
청결도,1
청소,1
체크인,1
초행자,2
최고,1
쵸큼,1
추가,2
침구,2
침실,1
카페,1
칸막이,1
캐리어,2
컨디션,2
큰길,2
평가,1
하지,2
해보면,1
호텔,6
혼자,2
홍보,2
화장,1
화장실,3
환경,1
