text,frequency
^ㅎ^ㅎ참고,1
10,1
12,1
15,1
가겍,1
가격대,2
가기,1
가능,1
가성비,2
가운,1
객실,5
거리,2
건물,1
경복궁,2
고층,1
공항,2
관광,4
관광지,1
광화문,8
광화문광장,1
광화문역,3
교육,1
교통,5
교환,1
구경,1
구경하,1
구도심,1
구조도,1
그것,1
근접,1
근처,1
기능,1
기대,1
기분,2
기회,1
깔끔,7
깔끔했어요^ㅎ,1
깨끗,8
나름,1
너무,1
넉넉,1
넓진,1
느낌이었네요^ㅋ,1
다음,1
답답,1
대비,1
대체,1
대형서점,1
더울,1
도보,2
들이,4
등등,1
등지,1
디타워랑,1
라운지,1
로비,1
룸컨디션,1
마음,3
만나는^ㅋ^ㅋ,1
만족,6
맛집,3
매니,3
매우,1
매트리스,1
모든것이,1
못들었네요,1
무엇,1
뮤지컬,1
바닥,1
배정,2
버스,2
베개,1
베스트,1
보관,1
보도,1
복도,1
부담,1
부분,1
북촌,2
불편,1
뷰가,2
뷰도,2
뷰라,1
비즈니스,1
빌딩뷰라고,1
사람,1
사용,2
사이,1
사이즈,1
사항,1
삼청동,1
상가,1
상태,2
새벽4시,1
생각,4
생일,1
서비스,3
서울,2
서울시내,1
선택,1
세면,1
세종문화회관,1
소리,1
소음,1
수압,1
수준,1
숙박,3
숙소,3
스님,1
스타벅스,1
습도,1
시간,2
시내,1
시설,1
식당,2
식사,3
신속,1
아담,1
아베,2
아침,4
안락,1
어디,1
어메너티,1
어메니티,3
여유,2
여행,3
역과,1
예약,1
예정,1
온도,1
요구,1
요청사항,1
욕실,4
웬만,1
위치,37
위치상,1
위치짱좋고,1
음식,1
응대,1
이동,1
이동하,2
이동해,1
이상,2
이용,2
이전,1
익선,1
인사,5
인테리어,1
잘되있는,1
잠자리,2
적당,1
전반적,2
전시회,1
전체,2
접근,3
정도,3
정돈,1
정리,1
정예부대,1
정중,1
젛은,1
조계사,2
조계사뷰,1
조계사뷰로,1
조식,5
조용,4
조절,1
종각역,1
종로,1
종류,1
좋았네요^ㅎ,1
좋았음^ㅇ^ㅇ,1
좋은추억을만든것같아서,1
주변,8
주요한,1
주차공간,1
중심,1
중요,1
지와,1
지하,1
지하철,2
직원,10
직원분들참친절하세요,1
찻집,1
창문,1
창밖,1
처음,1
청결,8
청결도,2
청소,2
청진,1
체크아웃,3
체크인,2
최고,4
최상,1
최적,1
친구,1
친절,13
침구,8
침구류,3
침대,8
카펫,1
쾌적,1
타고,1
타올,1
타이트,1
타종,1
통로,1
특별,1
패밀리,1
편리,3
편리함,1
편안,8
편안했습니,1
편의시설,1
편의점,1
평균,2
평범했구,1
포근,1
푸근,1
푹신,3
풍경,1
하기,3
하면,1
하세,1
하시,1
하얀,1
하지,3
한곳,1
한국,1
한데,1
한옥마을,1
해서,3
해주시,1
햇볕,1
행복,2
호텔,5
휴식,1
