text,frequency
180,1
6평정도로,1
location,1
Tv,1
TV,1
가격,2
가능,1
가루,1
가운,1
갔었을거,1
거리,1
거울,2
거의,1
거지,1
공짜,1
관광,1
관리,1
관리인,1
괜찮^ㅎ^ㅎ,1
구비,1
구제,1
구조,1
기대,1
기분,1
길이,1
깨끗,1
나무,1
낚인,1
냄새,1
다른곳에,1
더블베드,1
덩어리,1
돈아까웠어요,1
들이,3
등받이,1
따뜻,1
때문,2
로션,1
마땅찮아요,1
머리,1
멀티탭,1
모습,1
모텔,1
물건,1
물품,1
바꿔달라해서,1
바닥,4
밤새,1
방안,1
봐야되서,1
부족,1
분리,1
불쾌,1
불편,2
불편했네요ㅜ,1
블라인드,1
비누,1
비치,2
비품,1
생각,2
샤워,1
세면대,3
세수,1
세탁,1
소리,1
손씻기는,1
수건,2
스틱,1
슬리퍼,1
시설,2
아쉬웠던점,1
아쉬웠던점은,1
아침,1
양치질,1
얼룩,1
없네용,1
엘리베이터,2
여인숙,1
오피스텔,1
외관,1
외국인,1
외애,1
욕실,2
욕조,1
위치,1
유럽,1
의자,1
이곳,1
이상,2
이용,1
일반,1
있다는점은,1
자기,1
장안,1
저렴,1
저희,1
전기,1
정도,2
제품,1
조금불편할수도있겠네요,1
조용,1
주방,1
주변,1
중심,1
차도,1
찬기,1
청결,1
체인점,1
초인종,1
측면,1
침대,2
침대시트,1
커피,2
콘센트,1
쾌적,1
톳밥,1
포트,1
하기,1
하지,1
한국,1
할아버지,1
해도,1
호텔,4
화장실,4
ㅜ^ㅎ^ㅎ,1
