text,frequency
^ㅋ,1
^ㅎ^ㅎ,1
2시반쯤,1
40,1
BYC,1
checkout,1
late,1
가격,1
간단,1
강남,1
같이간,1
개선,2
객실,1
거리,3
건물,1
건조,1
결제,1
계란,1
과일,1
교통,1
그것,1
그쪽,1
기대이하,1
기록,1
기본,1
기분,1
기사,1
긴급,1
긴급상황,1
깔끔,1
나무,1
나중,1
난방,1
날거,1
날파리,1
낡은거,1
남자,1
내외,1
냄새,2
누추,1
다닐땐,1
다들려서,1
담배,1
덕분,1
도보,1
도착,1
동대문,2
뒤죽박죽,1
드레스,1
들이,2
라이터,2
로비,1
많이났구요,1
머리카락,2
먹을개,1
메뉴,2
면도,1
모닝,1
모닝빵,1
모텔,1
못했다함^ㅋ^ㅋ^ㅋ^ㅋ^ㅋ모든,1
무료,1
바닥,1
바닥이카펫이라는점이약간불편항,1
바우처,1
반응,1
발견,1
발생,1
밥알,1
방음,2
방이너무추워서히터를틀면너무건조합니다,1
배수구,1
버스,3
번거,1
번화가,1
베개,1
베이컨,1
별로,1
복도에너무강하게,1
복잡,1
부분,1
부족,1
부페,1
분위기,1
불고기,1
불안,1
불편,3
불편했어요ㅠ,1
불편햿습니다,1
블로그엔,1
비교,1
빈정,1
빠지질않아요,1
사람,1
사용,1
사이,1
사항,1
상황,1
생각,3
샤워,1
서촌가는데,1
성냥,1
성수,1
성인,1
소리,2
소음,1
소음이심해서잠을못잠,1
손님,1
수건,1
수직,1
숙박,1
스크램블,1
스티커,1
시간,1
시작,1
식빵,1
식사,2
신경,1
신랑,1
신선,1
신설동,1
신설동역,2
신청,1
신축,1
실내,1
실수,1
실제,1
쓰레기통,1
아기,2
아래,1
아쉬운점은,1
아쉬움,1
아쉬웠던점,1
아침,5
안락핰,1
애매,1
어두움,1
얼른,1
엘레베이터,3
여기,1
역과,1
였습니다,1
였어요,1
옆방,2
예약,1
위치,3
위험,1
윗방,1
이동하,1
이름,2
이불,1
이용,2
이용자,1
이튿날,1
인터넷,1
일반,1
일요일,1
일회용,1
입구,1
있나보더라고요,1
자체,1
잘보이게,1
잘안닫는,1
재촉,1
저녁,1
전철,1
전체,1
정도,1
정류장,2
정리,2
조식,7
조용,1
좋겠습니,1
좋긴,1
주변,4
주차장,2
중국,1
중심가로,1
지선,1
지하철,1
직원,3
진짜,1
창문을열수없음,1
채널,1
청결상태,1
청소,1
체크아웃,1
체크인,2
층간,1
친구,3
친절,1
침구라기보단,1
카드,1
카운터,1
커튼,1
쾌적,1
큰일,1
타고,1
타는곳,1
타워,1
택시,1
투섬플레이스에서,1
투썸플레이스,1
트는점,1
티비,1
편의점,3
평가,1
포장지,1
포크,1
표시,1
풍물시장,2
하나,2
하라,1
하지,2
할머님,1
할아버지,1
항의,1
해서,2
해주,1
향초,1
형편,2
호텔,4
호텔리어,1
화장,1
화장실,5
화장품,1
환승,1
환승해야되는점이,1
휴지,1
흠칫,2
히터,2
ㅠㅠ,1
