text,frequency
^ㅎ^ㅎ,1
10,2
11,1
3가역,1
4번출구에서,1
B1에,1
GS,1
가게,1
가격,4
가격대,4
가능,2
가서,1
가지,1
간결,1
간단,2
간판,1
갈일,1
감사,4
객실,4
거리,4
걱정,1
건물,3
걷다보면,1
결함,2
경로,1
경복궁,1
고궁,2
고민,1
공간,1
관광,1
관광명소,2
관광지,2
광화문,1
구경,1
구경하,4
구조,1
규모,1
근처,2
기간,1
기대,1
기본,1
기에,1
깔끔,8
깔끔했,1
깨끗,11
나름,1
내년,1
내부,2
누구,1
다니,1
다른곳도,1
다음,2
단정,1
담당,1
대비,1
대욕,2
대욕탕,2
대욕탕ㆍ,1
대중교통,1
덕분,1
도보,5
독보적,1
동안,1
동을,1
둘째,1
들이,4
루프,2
마지막,1
만족,5
만큼,2
맞은편,1
매우,1
맥주,1
먹거리,1
목욕실,1
목욕탕,3
목적,1
못가봣지만,1
무엇,2
문제,1
물건,1
바닥,1
바로앞이여서,1
방음,1
방크,2
배드또한,1
버스,1
번화가,1
베드,1
변기,1
보통이,1
복도,1
북촌,1
불쾌했었네요ㅡ,1
불편,1
뷔페,2
비롯,1
비즈니스,1
빗소리,1
사람,2
사용,1
사우나,1
사이,2
삼청동,1
상냥,1
생각,3
서비스,3
서울,5
서울타워,1
서촌,1
세면도구,1
소유,1
숙면,1
숙박,2
숙소,7
순환,1
승합차,1
시간,3
시내,1
시설,1
시스템,1
식당,1
식사,2
신속,1
씽글침대가,1
아쉬움,1
아침,1
안국역,1
안내,1
안들,1
안들려서,1
안전,1
안했던거,1
야경,1
어떨지,1
엘리베이터,1
여러,1
여행,2
역과,1
예민,1
옥상,3
완전,1
왼쪽,1
용이,1
운동기구,1
운영,2
운현궁,1
위생상,1
위치,25
위치ㆍ,1
의향,1
이번,1
이비스,2
이외,1
이용,8
익선,17
인사,10
인사동,1
인상,2
일본,1
입구,1
자신,1
작긴했지만,1
잠자리,2
장도,1
장소,2
장점,3
저녁,4
저렴,2
저희,2
적절,1
전경,1
전체,2
접근,6
정도,2
정말,1
정수기,1
조건,1
조식,5
조식또한,1
조식ㆍ,1
조용,5
조장,1
종로,3
종로3가,2
종로3가역,1
종묘,1
종업원,1
종합적,1
주변,8
주요,1
중심,1
지하,3
지하철,1
지하철역,3
지하층,1
직원,14
직접,1
창덕궁,3
처리,1
처음,1
천둥소리,1
청결,3
청결도,2
청소,5
체크인,1
최고,1
최곱니다,1
최적,2
추억,1
추천,1
출구,1
치약,1
친절,24
침구,3
침대,7
칫솔,1
카드,1
카페,1
컨디션,1
클린,1
테라스,3
투숙,1
특성,1
특정,1
퍼포먼스,1
펍을,1
편리,3
편안,4
편의시설,1
편의점,2
평소,1
평지,1
폭우,1
표준,1
푸론트직원,1
푹신,4
프렌차이즈가,1
프론트,1
플레이스,1
피로,4
하고,1
하기,3
하나,1
하니,1
하시,3
하지,1
한옥,1
한옥마을,2
한위,1
한잔,1
한편,1
해당,1
해서,3
해주,1
헬스장,1
호불호,1
호텔,14
화장실,1
환경,1
환상,1
환상적,1
회색,1
훌륭,5
휴가,2
힘들었어요^ㅎ^ㅎ,1
