text,frequency
^ㅎ^ㅎ,1
10,1
12,1
and,3
attraction,1
awesome,1
bedding,1
comfy,1
for,1
great,1
ibis,1
location,1
near,1
pretty,1
restaurants,1
SM,1
soft,1
stay,1
the,2
tv,1
value,1
was,3
가격,2
가격대,4
가로수길,1
가성비,4
간단,1
감사,1
강북,1
객실,3
거리,5
경복궁,1
고급,1
관광,2
광화문,1
교통,5
교통편,1
구경,4
구경하,1
그걸,1
그자,1
근처,4
기대,1
깔끔,7
깨끗,13
깨끗했습니드,1
나름,1
나무,1
내부,1
냉장고,1
너무,1
넘나만족이었어요,1
높이,1
다음,1
도보,1
도착,1
들이,3
딥슬립했네요,1
로비,2
마다,1
마크,1
마트,1
만족,7
맥도날드,3
메뉴,1
면세점,2
명동,1
모닝빵,1
목적지,1
무엇,2
미소,1
바로옆이에요,1
방문,1
방음,1
버스,2
베개,3
베드,1
베이커리,1
베이컨,1
복도,1
부근,1
부응,1
북악,1
북촌,2
분위기,1
불편,1
비슷,2
사용,1
상상,1
생각,1
서비스,3
서울,2
서촌,1
설및,1
센터,1
소리,1
쇼핑,1
숙박,3
쉬넜다가,1
슈퍼,1
스카이웨이,1
시간,1
시내,1
시설,3
식당,1
신속,1
신청,1
실내환경,1
쌈지길,1
쌈짓길과,1
아늑,1
아웃,1
아이들,1
아침,2
안락,2
안전,1
알러지,1
양식,1
어메니티,1
여자,1
역이,1
연결,1
예약,1
올리브영,1
완전,1
외국,1
요구,1
요청,1
욕실,2
욕조,3
위치,33
유지,1
은행,1
음식,1
의사,1
이동해,1
이번,1
이상,2
이용,2
익선,1
인근,1
인사,14
작동,1
잠자리,1
저렴,1
저희,1
적당,1
전반적,1
접근,1
정류장,1
제외,1
조식,2
조용,2
종각역,4
종로,1
주변,2
주요관광지랑가깝구,1
주차,2
중심,1
지도,1
지리적,1
지역,1
지하철역,1
직원,11
진짜,1
처리,1
청결,7
청결도,1
청결도가좋앗습니다,1
청결상태,1
체크,1
체크인,2
초근,1
최적,2
추천,2
출장,2
출장지,1
치도,1
친절,13
친정,1
침구,4
침대,3
침실,2
카운터,2
카페,3
커피,1
커피빈,1
커피숍,1
쾌적,3
트윈,1
트윈룸,1
편리,9
편리함,1
편안,1
편의점,6
포차,1
푹신,2
프론트,1
피곤,1
필요,1
하기,2
하루,1
하면,1
하시,1
한곳,1
한옥마을,1
해도,1
해서,5
해주,1
해주시,1
헬스장,1
협소,1
호텔,11
호텔리어,1
화장실,2
회의,1
훌륭,2
