text,frequency
^ㅎ^ㅎ,1
000원결재하라고,1
10,2
11,1
tv,2
가격,6
가격대,3
같은금액,1
개인용품,1
객실,3
거리,2
거실,1
건물,1
겨울,1
경우,1
경험,2
고층,1
공사,1
공영주차장,1
공유,1
관련,1
교통,3
구매,1
구비,1
굴러다님,1
궁투어등,1
그것,2
근처,3
기대,1
김치,1
깔끔,1
나쁘진않았네요,1
난방,2
남짓,1
냄새,2
너무,1
너무그리웠음,1
너티,1
다른곳,1
다른사용자와,1
데이터만썼어요ㅠ,1
도로,1
도해,1
두개씩붙이고잤음,1
뒤편,1
들이,2
로비,1
룸자체는,1
린스,3
만족,3
메뉴,1
메리트,1
멘붕이었어요^ㅎ^ㅎ,1
면도,1
면봉,1
모텔,1
무료,2
무용지물,1
문제,2
미술관,1
바닥,1
바디워시,2
방문,4
방음,2
배달,1
배정,2
뱐동,1
버스,1
변기,1
보단,1
복잡,1
부스,1
부족,3
부킹,1
부킹닷컴으로,1
부페,1
불가,1
불편,9
불편함,1
뷔페,1
비교,1
비닐,1
비슷,1
비즈니스호텔,2
비지니스,1
비추,1
빵종류도,1
사람,1
사러갔다왔는데,1
사이즈,1
사전,1
상품,1
새벽,2
샐러드,1
생각,5
샤워,2
샴푸,2
서비스,2
설정,1
세면도구,1
소리,3
소음,2
수건,1
수건걸이,1
수압,1
스위트룸,1
시간,2
시간당,1
시작,1
식당,1
식사,1
신경,1
신선,1
신호,1
실망,2
아는직원도,1
아쉬운대로,1
아쉬운점이,1
아쉬움,3
아쉽긴,1
안내,2
안좋음,1
않맞았습니다,1
않은곳,1
애매하긴했지만,1
약해,1
어매,1
어메니티,5
없어용,1
에어컨,1
엘리베이터,1
여기,1
여성,1
역이,1
연극,1
연장,1
예약,3
예전,1
온돌,2
옷걸이,2
옷장,1
와이파이,1
요구르트,1
요청,1
욕실화,1
욕조,2
욕조구조때문에,1
용이,1
우린,1
위생용품,1
위치,3
유료주차장,1
음식,2
이곳,1
이런팬이,1
이멜왔음,1
이번,2
이용,6
이용객,1
이해,1
인세,1
인지,1
일회용,4
작음,2
잠자기힘들었고,1
잠자리,1
재방문,1
저렴이,1
저층,2
전용주,1
점등,2
정도,2
제공,2
조각,1
조식,9
조용,1
조치,1
좁다라는거,1
좁음,1
좋진,1
주방,1
주변,3
주차,2
주차공간,1
주차시설,3
주차장,7
준비,3
중이,1
지니어스,1
지연,1
지하철,2
직원,2
진입,2
진짜,2
짐이없었지만,1
찜찜,1
찝찝하다,1
차이,1
차장,1
청결,1
청결도,1
체크아웃,1
최강,1
최고온,1
최소한,1
최악,1
추움,1
취향,1
치솔,1
치약,6
치즈,1
친환경,1
침대,1
칫속,1
칫솔,8
캐리어,1
컨디셔너,2
크리넥스,1
테이블,1
투숙,1
특이,1
특전,1
틀어놔서,1
티슈,1
파우더룸,1
판매,1
패키지,1
포함,1
표기,1
플레인,1
하고,1
하기,2
하나씩,1
하세,1
한가,1
한파,1
핫팩,1
해가,1
해서,2
헤드,1
협소,2
형태,1
혜화역,1
호텔,9
홈페이지,1
화장,1
화장실,3
휴지통,2
ㅠㅠ,1
