text,frequency
0,2
10,1
100,1
12,1
14,1
14번출구에서,1
1박하면서,1
1박했어요,1
2호선,1
and,3
because,1
but,1
by,1
cannot,1
check,2
clean,1
comfortable,2
comments,1
compact,1
could,1
cozy,1
day,1
eventhough,1
Famous,1
far,1
find,2
for,2
foreigners,2
good,1
google,1
hotel,2
in,3
is,3
it,3
Korea,1
korean,1
map,3
may,1
Maybe,1
morning,1
NAVER,1
near,1
next,1
not,1
out,1
outside,1
place,1
places,1
populat,1
quite,2
really,1
room,2
see,1
Simple,1
size,1
snowy,1
so,1
some,1
station,1
subway,1
that,1
the,9
The,1
this,1
through,1
time,2
travelers,1
very,1
Very,1
warm,1
was,5
well,1
window,1
with,1
wrote,1
you,1
가격,5
가격대,5
가격대비시설좋음,1
가성비,1
가운,1
가족,2
가족3인에,1
가지,1
간단,2
감사,2
갔던곳이예요,1
객실,5
거리,1
걱정,2
경복궁,1
계란,1
골라먹을수,1
골목,1
공포감,1
과일,1
교통,1
굿잠,1
그레,1
근무,1
금방,1
기대,1
기분,1
길로해서,1
깔끔,5
깨끗,21
나중,2
난방,1
남직원,1
내용,1
내집,1
널널하게,1
늦잠,1
다른분들에게도,1
다리미,1
다음,2
대비,2
대응,1
대중교통,2
더블,1
더블룸,1
더블침대,2
데스크,1
도착,1
두명이서,1
들이,2
등등,1
디럭스,1
디럭스룸으로,1
따뜻,4
뜻뜻했어요,1
레이트,1
마음,3
만족,5
머니,1
먹을거리,1
먹자골목,1
명동,1
무료,1
무척쉽다,1
바닥,1
부킹닷컴에,1
분위기,1
불가능,1
불쾌,1
불편함,1
비교,1
비닐,1
뽀송뽀송한,1
뽀송하고,1
사용,1
산책,1
상태,1
생각,7
샤워,1
샴퓨나,1
서비스,4
성인,1
세탁,1
숙박,1
숙소,1
슈페리어,1
시내,2
시리얼,1
시설,4
식사,4
싱글,1
아기,2
아로마,1
아이,1
아이들,2
아침,7
안락,5
안해,1
어머니,1
어메니티,1
얼굴,1
엄마,1
업그레이드,2
없슴,1
에비,1
에비뉴9호텔,1
여러,1
여행,3
연속,1
예약,2
온돌바닥,1
와이파이,1
완벽,1
욕실,3
욕조,1
위치,2
으슥,2
응대,1
의사,1
이동하,1
이상,1
이용,4
이유,1
이틀,1
인사,1
인테리어,1
입구,1
자기,1
잘다녀왔습니다,1
잠자리,1
장소,1
재방문,1
저녁,1
저희,1
적당,1
전체,1
절역,1
정도,3
정돈,1
정성,1
제공,3
조식,8
조용,6
종로,1
종로3가역,2
종류,1
주변,3
주요관광지,1
주차,1
준비,2
중심지,1
지도,1
지하,1
직원,10
창문,1
처음,2
청결,13
청결도,1
청계천,7
청소,1
체크아웃,1
추천,3
충분,2
치약,1
친구,1
친절,14
침구,3
침구류,3
침대,7
칫솔,1
컴플레인,1
컵라면,1
쾌적,2
쿼드러플룸에서,1
큰방,1
타일,1
택시,1
트윈,1
티비,1
펑펑나오고,1
편리,2
편안,10
포근,1
푹신,1
하나,1
하니,2
하루,2
하시,1
하신,1
하심,1
한국식,1
한옥마을,1
한점,1
해서,9
해주,2
호텔,6
화장실,3
화장품,1
훌륭,1
휴식,1
