text,frequency
^ㅎ^ㅎ,2
^ㅎ^ㅎ^ㅎ,1
15번출구,1
3세아동,1
7500,1
가격,4
가격대,4
가성비,1
가짓수,1
각종,1
간편,1
감사,1
객실,5
거리,2
결함,1
경복궁,1
관광지,1
구비,1
근처,2
금하,1
깔끔,6
깨끗,9
꿀잠,1
나름,1
난방,1
노트북,3
다음,1
대비,1
도보,1
동반,1
동안,1
들이,1
등등,1
로비,1
마음,2
만족,5
만큼,1
머무는곳이라,1
먹기,1
무난,1
발깔개,1
방음,1
보임,1
분리,1
분위,1
분위기,1
불만,1
비데,1
사용,1
사이즈,1
사진,2
사항,1
상업시설,1
생각,1
샤워,1
서비스,1
서울,1
성인2이,1
세면대,1
세심,1
소음도,1
숙소,1
스탠다드인데도,1
스탭,1
시설,5
식당,2
식사,1
신경,1
아이,1
아침,1
엄청큰TV,1
에어컨,1
여행,2
옥상,1
와이파이,1
완전,1
욕실,2
위치,15
의향,1
이불,2
이용,1
익선,1
인사,2
입구,1
있을거,1
자동,1
잘잤구요,1
잠자리,3
저렴,1
적정,1
전반적,1
전체,1
접근,2
조식,6
조용,3
종로,1
종로3가,1
종로3가역,2
좋았슴,1
주변,2
주위환경,1
즉시,1
지하철,1
지하철도,1
지하철역,1
직원,8
창덕궁,1
청결,2
청결도,2
청계천,2
초등학생,1
최상,1
충분,1
친구,2
친절,8
침구,1
침구는만족,1
침대,7
컴퓨터,1
콘센트,1
쿡티비,1
쿡티비도있어서,1
테이블,1
텔레비전,1
패밀리,1
편리,4
편안,4
편의점,3
평상,1
프론트,1
하기,1
하시,2
한게,1
해결,1
해서,2
호텔,3
화장실,6
훌륭,1
흔적,1
흡연실,1
