text,frequency
4인실,1
4인실구하기,1
CU,1
가격,3
가능,2
감사,1
감사했네용^ㅎ^ㅎ,1
개별,1
객실,3
게재,1
결제,1
경사,1
경우,1
계단,3
공간,3
공원,1
관통,1
광화문,1
교통편,1
구조,3
깔끔,5
깨끗,2
나머지,1
난방,1
내내,1
넖은,1
뇨이공간,1
다들,1
다리,1
다인,1
당황,1
대기,1
대로변,1
대학,1
도구,2
도로변,1
도보,1
들이,2
디자인,1
따뜻,1
로망,1
먹을거리,2
문의,1
문틈,1
밥해먹기도,1
방음,1
보이,1
복층,3
부근,1
부엌,1
북촌,2
분리,1
분위기,1
불편,1
불편함,1
사람,1
사실,1
사진,4
삼청동,1
생각,2
생김새,1
서비스,1
서울,1
서울대병원,1
설명,1
세련,1
소파,1
소품,1
손잡이,1
쇼핑,1
수납,1
숙소,1
슬리퍼,1
시설,4
식기,4
아기,1
아늑,1
아이들,1
아파트,1
어메니티,1
여행,1
예쁜방,1
예약,1
옥상,1
온라인,1
완벽했어용,1
왼쪽,1
요리,2
위치,2
음식,1
이동하,1
이미지,1
이불,1
이용,3
인테리어,8
잠자리,2
장기,1
저렴,1
저흰,1
접근,2
조용,2
조절,1
주방,1
주변,1
주차시설,1
준비,1
직원,6
진행,1
참고,1
첫인상,1
체크인,1
체크인했더니,1
추가,1
충분,1
취사,3
친절,7
침대,1
침실,1
칫솔,1
컨셉,1
택시,1
테이블,1
투숙객,2
트렌디,1
특이,1
팔라,1
편리함,1
편안,1
풍부,1
프론트,1
하기,1
하나,1
하니,1
하루,1
하시,3
해먹,1
해주,1
했는지ㅡ인테리어때문인지,1
혜화,1
혜화역,1
홈피,1
화장실,2
활용,1
훌륭,1
