text,frequency
가격,8
가격대,1
가성비,7
가성비좋음,1
간단,2
객실,4
거리,1
건물,2
고갹응대,1
고궁,1
고급,1
관광,3
관리,1
광화문,1
구경,1
구비,1
구성,2
근래,1
기대,6
기분,1
깔끔,8
깨끗,5
낙원,2
냄새,2
너므,1
다좋음,1
담당,1
담에또,1
대비,2
대욕,1
대중,1
도보5분이내,1
드링크,1
들이,3
룸관리해주시는,1
만족,10
만족스허웠고,1
모든것이,2
목욕탕,2
무난,1
무료,7
묵을예정,1
문제,1
반신,1
방값,1
방음,1
보단,1
볼거리,1
부근,1
부족,1
부페,1
불편,1
불편함,1
비즈니스,1
사우나,6
사이,1
상가,1
새것,2
생각,2
생맥주,2
서비스,7
서울,1
셀프,1
소음,1
수건,1
수표,1
숙소,3
쉬었다갑니다,1
시간,3
시설,5
식사,5
신선,1
신축,3
신축건물,1
실속,3
아담,1
아워,2
아침,5
안락,3
알콜,1
어메니티,1
얼굴,1
얼마,2
없는거,1
엘리베이터,1
여기,1
여성,1
여행,2
오픈,2
완전,2
욕조,3
우리,1
웰컴,2
위치,22
위치좋음,1
유료,1
음료,4
음료or주류,1
음식,1
이란,1
이런거,1
이상,2
이용,1
익선,2
인사,10
인사동,1
인상,1
일본,4
작은방,1
잠자리,4
장과,1
저녁,5
저렴,2
적당,1
전망,1
전반적,2
전체,1
정도,1
정리,1
제공,4
조식,18
조용,2
종로,1
종로3가,1
종로3가역,1
종류,2
좋았답,1
좋은위치,1
주변,2
주차,1
준비,1
지하,1
직원,11
청결,7
청결상태,1
체인,2
체크인,1
최고,4
최상,2
친절,13
침구,3
침구류,1
침대,4
침대편함,1
침실,1
코너,1
크리닝이,1
특유,1
편리,1
편안,2
포함,3
프론트,1
피로,2
필요,2
하기,2
하시,1
하지,3
한데,1
한복판,1
한잔,1
한지,1
해서,1
해주,2
해피,2
호텔,8
화장실,1
훌륭,2
