text,frequency
8800,1
가격,4
가격대,3
가성비,6
가족,1
감사,1
객실,3
고개,1
관리,1
교통,1
구매,1
구입,1
근접,1
기대,1
기억,1
깔끔,3
깨끗,16
나와,1
난방,1
날씨,1
냄새,1
너무좋습니다,1
넉넉,1
다른곳에서,1
다음번,1
담배,2
당시,1
대만족,1
대중교통,1
도착,1
동대문,1
동묘,1
동반,1
드레스,1
들이,2
로고,1
리모콘,1
만족,3
매우,2
모습,1
묘역,1
무리,1
무엇,1
밤새,1
방안,1
방음,3
베니,1
보송,2
보통,1
불편,1
뷰도,1
비교,1
비즈니스,1
상대,1
서울,1
세탁,1
셔츠,1
송진,1
쇼핑,1
숙소,1
시간,1
시설,2
식사,3
싱글베드,1
쓰기,1
아기,1
아늑,2
아이,1
아침,3
안내,1
안락,5
어르신,1
얼리,1
얼마,2
업무용,1
에어컨,1
여행,1
연기,1
연락,1
예정,1
오픈,1
완전,1
욕실,1
욕조,3
용무,1
위치,5
위치상,1
위치좋습니다,1
유흥가,1
이동하,1
이상,1
이용,1
인상,1
입구,1
자분,1
잠자리,6
저렴,3
전날,2
접근,1
정취,1
정확,1
조명,1
조식,7
조용,7
조정,1
주변,1
주차,1
주차공간,1
주차타워,2
중국인,1
지하철,1
직원,12
진짜,1
창밖,1
찾기쉬웠어요,1
책임,1
청결,6
청결상태,1
청계천,1
체크인,1
최고,1
충분,1
친절,11
친철했어요,1
침구,5
침대,2
컨디션,1
컵라면,1
쾌적,2
쿠션감,1
쿠폰,1
퀄리티,1
투숙,1
티비,1
편안,3
평범,1
프론트,3
피로도,1
필요,1
하기,1
하룻밤,1
하면,2
하시,3
하신,1
한대,1
한지,2
합리,1
해서,3
해주,1
호텔,3
혼자,1
화장실,1
