text,frequency
0001F44D,1
14,1
15,1
4번출구에서,1
ddp,1
가격,1
가격대,1
가구,1
가능,1
개월,1
거리,2
거새,1
거하,1
건조,1
걸어서이동,1
경치,1
구경하,1
굿굿,1
근처,1
깔끔,2
깨끗,5
다들,1
동대문,1
동묘,4
동묘앞역,2
동이,1
따뜻,2
로비,1
매트리스,1
맥도날드,1
무엇,2
물건,1
바닥난방,1
바로있어서,1
배치,1
벼룩시장,1
복도,1
분위기,1
뷰도,1
비치,1
샌드위치,1
샤워,1
섬세,1
쇼핑,1
수건,2
숙소,3
스타벅스,1
시설,2
시장,2
아늑,1
안걸려서,1
안락,1
안쓰러웠는지,1
여행,1
역과,1
역세권,1
역이,1
온도,1
용품,1
위치,4
은행,1
이디,1
이불,1
인원수,1
인테리어,2
저렴,1
전망,2
전철역,2
정류장,1
정말좋아요,1
조식,1
조용,2
조절,1
좋았던거,1
주변,1
준비,1
지하철,1
지하철역,2
직원,5
청결,1
청계천,1
청소,1
취향,1
치약,1
친절,4
침대,2
칫솔,1
커피,1
코앞,2
콘센트,1
타운,1
편안,1
편의시설,1
편의점,2
편의점2개,1
하나,1
하시,1
한편,1
호텔,1
화장실,1
흠뻑젖어서,1
