text,frequency
30FC,6
56FD,1
99C5,2
から間違って東大門まで行ってしまったくらい,1
から近かった,1
が同じ所にあったけど,1
きれいに掃除されてた,1
コンディショナ,1
シャンプ,1
ティッシュが置いてあった,1
とても親切だった,1
プが大きな入れ物で置いてあった,1
ボディ,1
가버,1
가성비,1
객실,1
걱정,1
고민,1
古民家風のお部屋が素敵だった,1
공간,1
공영주차장,1
깨끗,3
다음,2
동대문,2
동대문시장,1
드라이어,1
렸다,1
린스,1
마음,1
먹거리,1
무엇,1
바닥,1
보디,1
본인,1
部屋にドライヤ,1
부탁,1
思ってたより,1
사람,1
사장님,1
床の水が乾くのがすごく早かった,1
생각,1
샤워,1
샴푸,1
설명,1
洗面所とシャワ,1
소프가,1
쇼핑,1
宿の人が,1
숙소,2
식사,1
싶내요,1
아기자기,1
아늑,2
완전,1
용기,1
위치,2
이용,2
인접,1
인테리어,1
입구,1
잘못,1
정도,1
조식,2
조용,1
주변,1
지하철,1
지하철역,2
직원,3
청소,1
출구,2
친절,7
티슈,1
편리,1
편안,1
풍의,1
필요,1
한국,1
한옥,1
해서,2
해주,1
화장실,1
