text,frequency
1층로비에,1
1호선,1
2호선,1
good,1
usb,1
WiFi,1
가격,7
가격대,4
가능,2
가면,1
가성비,7
가성비가좋아요,1
각종,1
간단,2
개장,1
객실,4
거리,1
건조기,1
것치곤,1
골목,1
골목길,1
공간,4
공사,1
관광,2
관광지,1
광화문,1
굉장,1
교통도,1
구경,1
구비,1
구성,1
그릇,1
근접,1
근처,3
기분,1
깔끔,12
깨끗,11
난방,2
난방방식,1
내부,1
냄새,1
냉장고,1
너무좋아요,1
넉넉,1
다음,1
대로변,1
대부분,1
대비,1
대응,1
데스크,2
도보,2
동대문,1
동선,1
들었어요^ㅎ^ㅎ,1
들이,2
등등,1
디자인,1
따뜻,3
뜨거운물도,1
리셉션,1
마실,1
마음,1
만족,5
많이봤었는데,1
맛집,1
먹거리,1
명동,1
모든것,1
무료,1
무엇,2
문제,1
물고기,1
바닥,2
바디,1
바로옆에,1
바로주셔서,1
번째,1
번화가,1
베갯잇,1
변기,3
보관,1
보일러,2
북촌,1
분리,1
분위기,1
불편함,1
비누,1
빵빵했어요,1
사소,1
사용,1
사이즈,2
사장님,2
산책,3
상냥,1
생각,4
샤워실,1
샴푸,1
서비스,3
서울,2
서울로,1
서울방문,1
서촌,1
세제,1
세탁,2
센터,1
수납,1
수신,1
수압,2
숙박,1
숙소,7
술집,1
슬리피,1
시설,2
시스템,1
식기,1
식당,1
심플하면서,1
아랫,1
아주,1
아침,2
아침7시부터,1
안내,1
안전,1
안쪽,1
어댑터,1
얼마,3
에어컨,2
역과,1
오물묻어있는곳도,1
오픈,3
온돌,1
온돌식,1
와이파이,4
용도,1
위치,22
위험,1
은은,1
을지로,1
이곳,2
이동,1
이번,1
이불,1
이용,2
이용중,1
이자까야,1
이해,1
인근,1
인사,3
인상,1
인지,1
입장,1
입출입,1
자기,1
자려,1
작은,1
잠자리,2
장점,1
저녁,4
저렴,2
적당,1
전자레인지,2
전자렌지,1
전철,1
전체,7
정도,2
정수기,1
제공,1
제품,1
조명,1
조용,7
종로,2
좋았구,1
주변,4
주요,1
중점,1
지저분,1
지하철역,1
직원,11
직후,1
청결,2
청계천,9
최고,3
출출,1
충전,1
취약,1
치킨집,1
친절,12
침구,3
침대,3
침실,1
칭찬,1
카페,1
커버,2
커피,1
투숙객,1
티비,1
파고다빌딩,1
편리,1
편리함,1
편안,1
편의점,3
포장마차,1
폭신,1
프랑스,1
프론트,2
필요,1
하기,5
하루,1
하시,2
하지,1
한가,1
한게,1
한지,2
할만,1
합리,1
해서,7
해지,1
호텔,7
화장실,9
활용,1
효율적,1
휴지통,1
