text,frequency
^ㅎ,1
10,1
15,1
20,1
2호선,1
3가역,1
3명이서,1
veiw,1
가격,7
가격대,6
가격대비좋았습니다,1
가는길,1
가득,1
가성비,3
가아,1
가운,1
가운데,1
가족,2
간단,2
같이간,1
개념,1
객실,2
거리,6
경복궁,1
경찰,1
고궁,1
고요,1
골목,3
공간,3
관광,1
관광지,1
광장시장,2
교통,1
구경,1
구경하,1
귀금속상,1
근처,3
깔끔,6
깨끗,16
나올떄마다,1
남대문,1
남산,2
내부,1
냉장고,1
넓직한,1
다깨,1
다시,1
다운,1
다음,2
대비,2
대실,1
덕분,1
도보,4
도심,2
동서남북,1
두명이서,1
들이,4
등등,1
따뜻,3
룸메이드,1
마감,1
만독스러웠어요,1
만족,9
만족스뤄웠어요,1
맘에듭니다,1
매우,1
먹거리,1
명동,2
모든걸,1
모든면에,1
모텔,2
못자는,1
무엇,1
물품,2
미소,1
반대편,1
방음,1
방음도나쁘지않앗고,1
배정,1
버스,1
번째,1
번화가,1
베뉴지는,1
볼거리,1
분위기,3
뷰가,1
비즈니스호텔,1
비지니스,1
사방,1
사용,1
산책,6
상대,1
상태,1
새벽,1
생각,2
서비스,2
서울,4
서울시내,1
설명,1
설정,2
성인,1
세련,1
수준,1
숙면,2
숙박,1
숙소,2
순위권,1
술집,1
스위트룸,1
시간,2
시설,5
시원,1
시장,1
식당,1
식사,2
신청,1
실내,1
실망,1
아늑,2
아이들,1
아주좋음,1
아침,1
안락,2
안심,1
안전,1
야경,1
얘기,1
어느,1
어려움,1
어머니,2
엄청크고,1
여유,1
여행,3
역도,1
영화관,1
예약,1
온도,2
와인,1
외관,1
외국인,1
요청,2
욕조,1
위치,22
위치가매우좋음,1
위치상,1
유지,1
을지로,2
을지로3가,1
응대,1
의사,1
이동,1
이동하,2
이번,1
이상,1
이용,4
익선,1
인사,3
인상,1
일반,1
잘다녀,1
잘못,1
잠자리,6
장소,3
저녁,2
저희,1
적당,2
적합,1
전망,2
전철역,1
전체,1
접근,4
접점,1
정갈,1
정도,2
정돈,1
정류장,1
정비,1
제공,1
조식,1
조용,5
종각,1
종로,2
종로3가,1
종로3가역,2
좋븐시간,1
좋은위치,1
주변,6
주차,2
중심,2
중심지,1
지하철도,1
지하철역,3
직원,17
진짜,1
청결,13
청결도,1
청결상태,1
청계광장,1
청계천,12
체크인,1
최고,2
최저가,1
추천,3
출장,3
치킨집,1
칙원분,1
친구,4
친절,18
침구,4
침구류,1
침대,11
침대도편했어요,1
카페,1
커피,1
코스,1
코앞,1
쾌적,1
크기,1
타워,1
투숙,1
트윈룸,1
편리,2
편안,6
편의점,1
편한,1
편했던거,1
포근,2
폭식,1
폭신,1
푹신,4
프런트,1
프론트,1
필요,2
하고,1
하기,4
하나,1
하시,2
하지,1
한거,1
한게,2
한눈,1
한번,1
해도,1
해서,9
해주,2
협소,1
호텔,18
호텔방,1
호프집,1
화장실,3
훌륭,1
휴식,3
