text,frequency
7,1
9,1
10,2
12,1
1번타면,1
24,1
3종류,1
가격,11
가격대,4
가성비,4
가장좋았고,1
간단,4
간편,1
감사,1
거리,4
걱정,1
걸어가야하긴,1
경복궁,4
계란,2
고체,1
골목길,1
공간,1
과일,1
관광,1
관광지,2
광화문,1
궁궐,1
그점은,1
근처,3
깔끔,1
깨끗,6
난방,1
났었,1
냄새,1
냉장고,2
넉넉,1
노트북,1
늦은시간,1
늦잠,2
단둘,1
달걀,2
답답,1
대만족,2
대비,1
대응,1
더블침대1개,1
동대문,1
동한,1
드라이기,1
든든,1
등등,2
따뜻,1
롯데,1
마을,1
마음,1
만족,2
많을경우에는,1
말씀,1
맞이,1
머핀,2
메뉴,1
명동,3
못먹었습니다,1
문나가서,1
바디클렌져,1
바람,1
바로앞에,1
방이넓어서,1
배채,1
버스,1
번화가,2
보편적,1
보풀,1
본점,1
부실,1
북촌,1
북촌한옥마을,1
분위기,1
브런치카페,1
비누,1
빠른시간내에,1
사람,1
사장,1
새천,1
생각,1
생수,1
샴푸,1
서비스,1
설명,1
설정,1
셀프,1
소음,1
소음도,1
솔직,1
수단,1
수준,1
숙소,4
쉰내,1
시간,2
시내,1
시리얼,2
시설,3
식당,2
식빵,4
식사,5
싱글침대1개가,1
씨리얼,3
아늑,2
아들,1
아랫,1
아주좋았어요,1
아침,6
안국역,2
안내,1
어려움,1
어보,1
에어컨,2
여유,1
여행,3
연결,1
오렌지,1
옥골,1
옥상,1
와이파이,3
용이,1
우기,1
우유,2
운영,2
원룸,1
위치,13
위치가좋았슴,1
윗칸에,1
유리,1
유명,1
유적지,1
음료수,1
음식,1
의향,1
이동하,1
이불,2
이용,3
이정,2
이한,1
익선,3
인사,7
인접,1
있긴,1
있어요^ㅎ^ㅎ,1
자리,1
잘다녀왔습니다,1
잘터져요,1
잠자리,2
장소,1
저렴,2
적당,1
전망,1
전철역,1
전체,2
접근,1
정류,1
제공,2
조식,10
조용,2
종로,2
주변,5
주스,1
주차,1
중년,1
쥬스,2
지역,1
지하,1
지하철,2
직원,14
진짜,1
질문,1
창덕궁,2
처음,1
철함,1
청결,4
청결상태,1
청계천,3
청소상태,1
체크아웃,1
체크인,4
최고,3
최적,1
충분,2
치약,1
친절,15
침대,1
침실,1
칫솔,1
카페,1
커피,4
컴을,1
케잌,1
쾌적,1
큰길가,1
토스트,2
통조림,1
투어,1
티백,1
티비,1
파운드,1
편리,1
편리함,1
편안,3
편의,1
편의점,2
평이,1
포근,1
포함,1
프런트,1
프론트,2
피씨방,1
하기,1
하나,2
하니,1
하라,1
하루,1
하시,2
하지,1
한바퀴,1
한번먹어봤고,1
한점,1
해결,1
해보면,1
해서,1
해주,2
해주시기까지했어요,1
헤멜,1
호텔,5
홍차,1
환상적,1
휴가,1
휴지,1
