text,frequency
1000,1
40,1
NG,1
가격,2
가격대,1
가구,1
가깝긴,1
가능,1
가스,1
가족,1
가지,1
감기,1
개미,1
개선,2
개조,2
객실,2
거리,1
건물,2
결제,1
계속,1
계속들어와서,1
고객,1
골목,7
골목길,1
공간,2
공사현장,1
교체,1
그것빼면,1
그쪽,1
근처,1
기대,1
기본적,1
깨끗,1
꿉꿉해요,1
나오고바닥에,1
낙후,1
난아,1
냄새,4
너무,1
느껴질정도로요,1
다른곳으로,1
단점,1
달인,1
답변,1
닷컴을,1
대비,1
더블침대,1
도심,1
도착,2
동시,1
두번다시,1
드레,1
들어가는곳이라,1
들이,5
때문,1
레이트,1
룸에어컨에서,1
마음,1
많은,1
맛집,1
매니저,1
머리,1
먼지,1
메리트,1
메일,1
모텔,3
무서움,1
밀접,1
바닥,2
바람,1
반신,1
받을거,1
발전,1
밤늦,1
방바닥,1
방역,1
방음,1
배출,1
변기,1
복도,1
부분,1
부족,1
부킹,1
부킹닷컴,1
분리,1
불편,4
블로그,1
비싼느낌이다,1
사업장,1
사용,1
사진,2
상태,1
생각,2
생선,1
샤워,1
샤워실,2
서비스교육,1
성의,1
소리,2
소음,2
술집,1
습기,1
시간,4
식당,2
식사,1
신경,1
실내,1
싱글,1
싱글침대1,1
아쉬운점은,1
아쉽,1
아쉽긴했어요,1
아침,2
안마,1
안접,1
안좋음,1
안틀어놓으면,1
어두움,1
어려움,1
얼룩,1
얼룩이,1
에어컨,3
에어콘,3
여러번,1
영어,1
옆방,1
예약,1
오후2시였다,1
오후4시에,1
요청,1
욕조,1
우리,1
운전,1
웃풍,1
위치,5
윗방,1
이동,1
이불,2
이용,2
이틀,1
일본어,1
일정,1
일하,1
입구,1
입실했을,1
있다하여,1
있었어요ㅠㅠ,1
자세,1
작업,1
저녁,1
저층,1
전망,1
전체,2
제조업,1
조망,1
조명,1
조식,2
좁아요ㅠㅠ,1
종로3가역,1
주변,6
주차,4
주차면,1
지나야하는것빼고는,1
지니어스,1
지하철,1
지하철역,1
직원,3
진입로,1
집진기,1
창문,3
찾기힘들었어영,1
책상,1
책읽기,1
천장,1
첨틀어서,1
청결,1
청소,7
체크아웃,1
체크인,1
출입,1
출차하기에,1
층간,1
친절,1
침대,4
캐리어,1
컴퓨터,1
큼큼,1
타올,1
타월,1
포스팅도,1
피로,1
필터,1
핏자국,1
하거,1
하기,3
하나,1
하지,2
한마디,1
할만,1
할예정이다,1
해도,1
해서,1
혜택,1
호텔,9
화장실,2
화장지,1
확인,2
ㅠ_ㅠ,1
